miRNA name	H1	H2	H3	H4	H5	H6	H7	H8	H9	L1	L10	L2	L3	L4	L5	L6	L7	L8	L9	S1	S2	S3	S4	S5	S6	S7	S8	S9	HC	LN	SLE
hsa-miR-1343-3p	0	0	0	0	0	267.2225	37.4925	0	0	0	0	0	0	28.1425	0	0	0	0	0	0	0	0	23.9037	0	0	0	0	0	33.857222	2.81425	2.655967
hsa-miR-135a-2-3p	0	0	5.678	0	55.4927	0	12.4975	20.3163	0	63.0557	0	0	31.4218	28.1425	0	55.2187	19.7611	0	0	0	0	0	47.8074	0	32.1631	0	54.3774	0	10.442722	19.75998	14.927544
hsa-miR-135a-5p	2098.6359	968.59	1027.7259	857.0884	377.3501	160.3335	1537.1926	741.5459	0	378.3341	0	1591.5119	1382.5609	717.6327	804.6491	1336.2931	602.7132	1201.4559	638.3658	1143.4603	680.5808	0	896.3893	340.3169	1527.7487	1355.3475	1196.3023	869.7921	863.162478	865.35167	889.9931
hsa-miR-135b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-135b-5p	269.0559	415.11	68.1365	317.4402	122.0839	320.667	224.955	91.4235	211.5059	252.2227	0	0	219.9529	450.2793	536.4327	541.1435	138.3276	353.3694	159.5914	0	189.0502	137.779	262.9409	170.1585	241.2235	246.4268	435.019	0	226.708656	265.13195	186.955322
hsa-miR-136-3p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-136-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	89.4055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.08273	0
hsa-miR-138-1-3p	26.9056	0	17.0341	0	0	0	0	0	352.5099	0	0	0	0	14.0712	0	44.175	0	0	0	0	0	0	0	21.2698	32.1631	0	0	0	44.049956	5.82462	5.936989
hsa-miR-138-5p	0	138.37	79.4926	31.744	44.3941	0	112.4775	71.1071	70.502	63.0557	0	0	94.2655	42.2137	223.5136	22.0875	9.8805	0	0	87.9585	302.4803	0	11.9519	0	32.1631	123.2134	0	0	60.898589	45.50165	61.974133
hsa-miR-139-3p	0	0	0	0	0	0	0	0	0	0	0	0	125.6874	0	0	0	9.8805	0	0	0	0	0	23.9037	0	0	0	0	0	0	13.55679	2.655967
hsa-miR-139-5p	0	0	0	0	0	0	0	0	0	0	0	0	125.6874	14.0712	0	231.9186	98.8054	0	0	0	0	0	143.4223	0	0	0	0	0	0	47.04826	15.935811
hsa-miR-140-3p	834.0732	622.665	2293.9296	1047.5525	910.0797	748.223	1349.7301	1340.8775	775.5217	1765.559	0	2652.5199	2953.6528	3123.8127	670.5409	3048.0734	3398.9072	4558.465	1117.1401	879.5848	604.9607	1377.79	3334.5684	1722.8544	1978.0326	1971.4145	1413.8119	782.8129	1102.516922	2328.8671	1562.870022
hsa-miR-140-5p	322.8671	69.185	124.917	253.9521	77.6897	0	249.95	253.9541	211.5059	252.2227	0	0	94.2655	309.567	44.7027	265.0499	148.2082	35.3369	0	175.917	189.0502	0	203.1816	297.7773	192.9788	246.4268	108.7548	0	173.7801	114.93529	157.120722
hsa-miR-141-3p	2556.0309	3044.14	743.8237	2603.0093	765.7988	534.445	949.81	934.551	493.5138	3215.8396	0	0	219.9529	2490.6075	2235.1363	883.4995	365.5801	494.7171	1755.5059	2286.9206	1550.2117	3444.4751	645.4003	1488.8865	804.0783	924.1005	2283.8499	434.8961	1402.791389	1166.08389	1540.313222
hsa-miR-141-5p	0	0	51.1024	31.744	88.7883	427.556	124.975	60.949	141.0039	315.2784	0	176.8347	0	126.6411	178.8109	66.2625	98.8054	35.3369	159.5914	87.9585	75.6201	0	11.9519	85.0792	128.6525	0	217.5095	0	102.902067	115.75613	67.419078
hsa-miR-142-3p	107.6224	0	11.3561	0	11.0985	213.778	62.4875	81.2653	0	4666.1202	0	1768.3466	974.077	619.1341	268.2164	22.0875	98.8054	530.0541	478.7743	87.9585	0	0	800.7745	21.2698	0	0	1305.0571	0	54.178644	942.56156	246.117767
hsa-miR-142-5p	26.9056	0	39.7463	0	0	0	0	20.3163	0	2143.8931	264.9709	0	3110.762	1266.4106	44.7027	22.0875	474.2661	2190.8901	319.1829	263.8755	0	0	1362.5118	106.349	32.1631	369.6402	815.6607	0	9.663133	983.71659	327.800033
hsa-miR-143-3p	0	0	0	0	0	0	12.4975	71.1071	0	1891.6703	0	1061.008	1445.4046	647.2765	0	375.4873	375.4607	2826.955	638.3658	0	0	413.337	932.2449	0	48.2447	0	54.3774	521.8753	9.2894	926.16282	218.8977
hsa-miR-143-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-144-3p	0	0	0	0	0	0	12.4975	0	0	0	0	0	188.531	98.4986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388611	28.70296	0
hsa-miR-144-5p	26.9056	0	0	0	0	0	0	0	0	0	0	0	188.531	379.9232	0	22.0875	9.8805	0	0	0	0	0	11.9519	0	0	0	0	0	2.989511	60.04222	1.327989
hsa-miR-145-3p	0	0	0	0	0	0	0	0	0	0	0	353.6693	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	35.36693	1.327989
hsa-miR-145-5p	0	0	0	0	0	0	0	0	0	378.3341	0	1237.8426	691.2804	126.6411	0	684.7121	563.191	1378.1406	159.5914	175.917	0	0	346.6039	0	0	0	163.1321	0	0	521.97333	76.183667
hsa-miR-1468-3p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-1468-5p	161.4335	345.925	51.1024	0	110.9853	106.889	62.4875	50.7908	0	0	0	176.8347	219.9529	28.1425	89.4055	11.0437	49.4027	0	0	263.8755	75.6201	275.558	59.7593	42.5396	192.9788	369.6402	163.1321	0	98.845944	57.4782	160.344844
hsa-miR-1469	0	0	0	31.744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.527111	0	0
hsa-miR-146a-5p	349.7726	0	221.4437	349.1842	66.5912	0	699.86	345.3775	141.0039	1071.9465	529.9417	3713.5279	3236.4493	1111.6271	312.9191	684.7121	1076.9793	1095.4451	159.5914	175.917	264.6703	2066.685	717.1115	170.1585	402.0391	123.2134	0	260.9376	241.470344	1299.31395	464.525822
hsa-miR-146b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-146b-5p	834.0732	553.48	993.6576	1015.8085	577.1237	641.334	1049.79	721.2295	775.5217	756.6681	264.9709	884.1733	3644.9332	1224.1969	447.0273	1656.5616	1156.0237	2685.6073	2074.6888	615.7094	1020.8711	1377.79	741.0152	361.5867	820.1599	800.8871	815.6607	173.9584	795.7798	1479.48511	747.515389
hsa-miR-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47027	0
hsa-miR-147b-3p	0	0	5.678	31.744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	4.158	0	1.786844
hsa-miR-148a-3p	349.7726	415.11	102.2048	190.4641	22.1971	0	124.975	81.2653	70.502	0	0	0	157.1092	309.567	268.2164	209.8311	108.686	176.6847	319.1829	0	151.2402	0	167.326	0	112.571	123.2134	0	0	150.721211	154.92773	61.594511
hsa-miR-148a-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	1.233167	0.98805	0
hsa-miR-148b-3p	26.9056	138.37	28.3902	63.488	77.6897	0	37.4925	152.3724	0	189.167	0	0	62.8437	182.926	89.4055	77.3062	128.4471	176.6847	0	0	75.6201	0	23.9037	0	176.8972	0	108.7548	0	58.300933	90.67802	42.797311
hsa-miR-148b-5p	26.9056	0	0	0	11.0985	0	24.995	40.6327	0	441.3897	0	0	0	42.2137	134.1082	33.1312	39.5222	35.3369	0	0	0	0	71.7111	0	0	0	0	0	11.514644	72.57019	7.9679
hsa-miR-149-3p	0	0	11.3561	0	0	0	0	0	0	0	0	0	0	28.1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.261789	2.81425	0
hsa-miR-149-5p	322.8671	484.295	221.4437	95.232	221.9707	641.334	312.4375	538.3826	211.5059	315.2784	0	884.1733	345.6402	605.0628	268.2164	441.7498	424.8634	388.7063	1117.1401	791.6264	151.2402	551.116	501.978	0	225.1419	369.6402	380.6417	0	338.829833	479.08307	330.153822
hsa-miR-150-5p	26.9056	0	28.3902	0	0	0	12.4975	0	0	126.1114	0	530.504	848.3896	14.0712	0	55.2187	128.4471	35.3369	0	0	0	0	83.663	63.8094	64.3263	0	0	260.9376	7.532589	173.80789	52.526256
hsa-miR-151a-3p	5112.0618	8440.5701	9283.6012	8285.1882	11597.9667	17209.1283	9135.6729	9853.4177	7120.6994	9080.0177	264.9709	9372.237	10432.0503	8034.6715	5766.6518	10590.9508	10275.766	7738.7894	4308.969	9235.6408	12552.9341	13089.0052	8760.7119	7614.5911	10999.7909	11705.2735	7993.4747	12611.9857	9559.811811	7586.50744	10507.04532
hsa-miR-151a-5p	0	207.555	56.7804	63.488	33.2956	0	62.4875	20.3163	0	63.0557	0	0	0	98.4986	89.4055	33.1312	88.9249	282.6955	0	0	113.4301	0	131.4704	21.2698	48.2447	61.6067	0	0	49.324756	65.57114	41.780189
hsa-miR-151b	0	0	34.0683	0	0	0	0	0	0	0	0	0	0	14.0712	0	22.0875	9.8805	35.3369	0	0	0	0	23.9037	0	0	0	0	0	3.785367	8.13761	2.655967
hsa-miR-152-3p	0	345.925	124.917	95.232	55.4927	0	37.4925	81.2653	141.0039	63.0557	0	176.8347	31.4218	126.6411	0	132.5249	88.9249	318.0324	0	87.9585	113.4301	0	131.4704	21.2698	80.4078	61.6067	108.7548	0	97.925378	93.74355	67.2109
hsa-miR-1537-5p	26.9056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.989511	0	0
hsa-miR-154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3774	0	0	0	6.041933
hsa-miR-154-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10437	0
hsa-miR-155-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	0	0
hsa-miR-15a-3p	26.9056	0	11.3561	63.488	0	0	0	0	0	63.0557	0	0	31.4218	84.4274	89.4055	33.1312	0	0	159.5914	0	75.6201	0	0	0	48.2447	0	0	0	11.305522	46.1033	13.762756
hsa-miR-15a-5p	80.7168	138.37	11.3561	0	0	0	0	0	0	63.0557	0	0	157.1092	14.0712	0	0	19.7611	0	159.5914	0	0	0	23.9037	0	16.0816	0	0	0	25.604767	41.35886	4.442811
hsa-miR-15b-3p	26.9056	69.185	96.5267	31.744	188.6751	0	87.4825	50.7908	0	0	0	0	408.4839	70.3561	223.5136	176.6999	118.5665	106.0108	0	0	264.6703	688.895	107.5667	170.1585	289.4682	123.2134	163.1321	86.9792	61.256633	110.36308	210.453711
hsa-miR-15b-5p	161.4335	69.185	68.1365	63.488	66.5912	160.3335	62.4875	30.4745	70.502	126.1114	0	0	125.6874	154.7835	0	110.4374	59.2833	141.3478	0	351.8339	75.6201	137.779	59.7593	85.0792	112.571	0	435.019	0	83.625744	71.76508	139.740167
hsa-miR-16-1-3p	0	0	0	0	0	0	37.4925	0	0	0	0	0	157.1092	0	0	0	0	0	0	175.917	0	0	0	0	0	0	0	0	4.165833	15.71092	19.546333
hsa-miR-16-2-3p	0	69.185	22.7122	253.9521	44.3941	0	124.975	81.2653	0	0	0	0	439.9057	56.2849	44.7027	55.2187	39.5222	70.6739	0	0	113.4301	0	119.5186	63.8094	16.0816	0	217.5095	0	66.275967	70.63081	58.927689
hsa-miR-16-5p	269.0559	69.185	346.3607	920.5765	288.5619	106.889	412.4175	162.5306	141.0039	441.3897	0	530.504	5750.1964	1364.9092	402.3245	430.706	503.9078	1201.4559	319.1829	175.917	642.7707	0	370.5076	319.0471	176.8972	369.6402	435.019	0	301.842333	1094.45764	276.644311
hsa-miR-17-3p	26.9056	69.185	39.7463	31.744	77.6897	213.778	87.4825	193.0051	70.502	63.0557	0	176.8347	94.2655	84.4274	268.2164	88.35	49.4027	106.0108	159.5914	175.917	264.6703	137.779	119.5186	212.6981	16.0816	61.6067	108.7548	0	90.004244	109.01546	121.891789
hsa-miR-17-5p	1937.2024	2629.03	3730.4746	4190.2101	2730.2391	1068.89	3686.7626	2996.658	3736.6046	6557.7905	0	2475.6852	3079.3401	8569.3782	4380.8672	6140.3218	4258.5146	4028.4109	4149.3776	2726.713	2797.9431	5648.9391	3119.4349	3658.4069	3441.4551	3449.9754	4295.8129	1043.7505	2967.341267	4363.96861	3353.603433
hsa-miR-181a-2-3p	80.7168	0	0	0	11.0985	0	37.4925	10.1582	0	0	0	0	0	28.1425	0	0	0	0	0	0	0	0	71.7111	42.5396	0	61.6067	0	0	15.496222	2.81425	19.539711
hsa-miR-181a-3p	0	207.555	0	0	0	0	0	10.1582	0	0	0	0	0	0	44.7027	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	24.190356	7.43443	0
hsa-miR-181a-5p	376.6782	69.185	255.512	285.6961	255.2663	1068.89	512.3975	396.1683	987.0276	945.8352	264.9709	530.504	471.3276	534.7067	491.73	739.9309	405.1023	494.7171	319.1829	527.7509	567.1506	551.116	382.4595	212.6981	482.447	1540.1676	435.019	260.9376	467.424556	519.80076	551.082922
hsa-miR-181b-2-3p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	1.233167	0.98805	0
hsa-miR-181b-3p	0	0	5.678	0	0	0	0	0	0	63.0557	0	0	31.4218	14.0712	0	33.1312	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	14.16799	0
hsa-miR-181b-5p	80.7168	0	102.2048	31.744	155.3795	160.3335	187.4625	111.7398	0	315.2784	0	0	94.2655	211.0684	44.7027	176.6999	79.0444	176.6847	0	175.917	189.0502	275.558	322.7002	106.349	241.2235	184.8201	54.3774	0	92.175656	109.7744	172.221711
hsa-miR-181c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	56.2849	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	5.62849	1.327989
hsa-miR-181c-5p	0	0	22.7122	0	11.0985	0	24.995	30.4745	0	0	0	0	0	126.6411	0	66.2625	29.6416	0	0	0	37.81	0	35.8556	0	0	61.6067	0	0	9.920022	22.25452	15.030256
hsa-miR-181d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9037	0	48.2447	0	0	0	0	0	8.016489
hsa-miR-181d-5p	26.9056	0	0	0	11.0985	0	0	0	0	0	0	0	0	112.5698	0	0	9.8805	0	0	175.917	37.81	0	23.9037	21.2698	0	0	0	0	4.222678	12.24503	28.766722
hsa-miR-182-5p	0	0	39.7463	0	44.3941	0	99.98	0	0	0	0	0	0	28.1425	178.8109	0	9.8805	0	0	0	0	0	0	0	0	0	108.7548	0	20.457822	21.68339	12.083867
hsa-miR-183-3p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	0	0
hsa-miR-183-5p	457.395	899.405	982.3015	666.6243	887.8826	962.001	512.3975	599.3316	564.0158	630.5568	0	1768.3466	251.3747	492.493	268.2164	795.1496	573.0716	388.7063	0	879.5848	1285.5414	137.779	131.4704	553.015	482.447	246.4268	870.0381	434.8961	725.706033	516.7915	557.910956
hsa-miR-184	25425.7809	1314.515	62.4585	0	88.7883	160.3335	0	162.5306	846.0237	441.3897	264.9709	9549.0716	219.9529	56.2849	22843.0934	33.1312	0	883.4234	159.5914	0	75.6201	0	167.326	5359.9915	209.0604	123.2134	108.7548	1304.6882	3117.825611	3445.09094	816.517156
hsa-miR-1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	48.2447	61.6067	0	0	0	0	13.5337
hsa-miR-185-3p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	35.3369	0	0	0	0	0	21.2698	0	0	0	0	0	6.67587	2.363311
hsa-miR-185-5p	672.6397	761.035	1215.1013	825.3444	566.0252	106.889	787.3425	670.4387	493.5138	1324.1692	0	353.6693	2262.3723	2715.7471	849.3518	1501.9492	1235.068	4381.7803	319.1829	879.5848	415.9105	1377.79	1123.4746	1318.7281	1093.5465	862.4938	652.5285	86.9792	677.592178	1494.32901	867.892889
hsa-miR-186-3p	53.8112	0	0	0	22.1971	0	12.4975	0	0	0	0	0	0	28.1425	0	0	0	0	0	0	37.81	0	0	0	0	0	0	0	9.833978	2.81425	4.201111
hsa-miR-186-5p	1237.6571	1591.255	965.2674	1174.5286	532.7296	587.8895	1099.78	893.9183	987.0276	1008.8909	0	353.6693	754.1241	1590.0488	1117.5682	883.4995	1294.3513	459.3802	638.3658	879.5848	869.631	413.337	1219.0895	1106.03	852.323	739.2804	870.0381	260.9376	1007.783678	809.98981	801.139044
hsa-miR-187-3p	349.7726	484.295	635.9409	730.1124	577.1237	267.2225	1137.2725	325.0612	775.5217	0	0	0	0	225.1397	357.6218	132.5249	158.0887	35.3369	0	0	567.1506	413.337	227.0853	1191.1092	691.5073	369.6402	815.6607	173.9584	586.924722	90.8712	494.383189
hsa-miR-187-5p	26.9056	0	28.3902	0	55.4927	0	12.4975	0	0	0	0	0	0	42.2137	0	11.0437	0	0	0	0	0	0	0	21.2698	0	0	0	86.9792	13.698444	5.32574	12.027667
hsa-miR-188-3p	134.5279	138.37	85.1707	158.7201	244.1677	160.3335	124.975	20.3163	282.0079	252.2227	0	176.8347	282.7965	84.4274	223.5136	77.3062	98.8054	141.3478	0	0	151.2402	137.779	95.6149	233.9679	225.1419	184.8201	271.8869	0	149.843233	133.72543	144.494544
hsa-miR-188-5p	215.2447	276.74	278.2241	253.9521	166.478	53.4445	137.4725	142.2143	564.0158	504.4454	0	0	62.8437	436.2081	89.4055	265.0499	128.4471	35.3369	0	351.8339	264.6703	551.116	346.6039	531.7452	418.1207	369.6402	435.019	260.9376	231.976222	152.17366	392.187422
hsa-miR-18a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0875	0	0	0	0	0	0	47.8074	0	0	0	0	0	0	2.20875	5.311933
hsa-miR-18a-5p	134.5279	0	0	63.488	0	0	0	0	0	0	0	0	0	42.2137	0	11.0437	0	0	0	0	0	0	35.8556	0	16.0816	0	0	0	22.001767	5.32574	5.7708
hsa-miR-18b-3p	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388611	0	0
hsa-miR-18b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	16.0816	0	0	0	0	0	3.114833
hsa-miR-1908-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	21.2698	0	0	0	0	0	1.10437	2.363311
hsa-miR-1909-3p	0	0	0	0	0	106.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.876556	0	0
hsa-miR-190a-3p	107.6224	69.185	62.4585	603.1363	122.0839	0	99.98	111.7398	141.0039	189.167	0	1061.008	94.2655	309.567	0	331.3123	0	106.0108	159.5914	175.917	264.6703	137.779	119.5186	340.3169	144.7341	0	1196.3023	173.9584	146.356644	225.0922	283.688511
hsa-miR-190a-5p	80.7168	899.405	363.3948	1079.2966	366.2516	1282.6679	474.905	639.9642	141.0039	1513.3363	0	2122.0159	377.0621	900.5586	670.5409	1744.9116	543.4299	176.6847	159.5914	351.8339	1247.7314	964.453	561.7373	978.4111	450.2838	862.4938	1413.8119	434.8961	591.9562	820.81314	807.2947
hsa-miR-190b-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	14.0712	0	0	0	35.3369	0	0	0	0	47.8074	0	16.0816	0	108.7548	0	0	8.08299	19.182644
hsa-miR-191-3p	26.9056	0	0	0	11.0985	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	21.2698	0	0	0	0	5.611289	0	3.6913
hsa-miR-191-5p	14017.8115	9339.9751	24591.6067	10507.2694	13196.1555	12719.7905	13284.843	15948.3153	13606.881	18475.3137	264.9709	6012.3784	16276.5122	16815.1181	13410.8181	18233.2218	29957.8101	31979.9286	11969.3584	11258.6859	11645.493	13089.0052	21369.922	16441.5612	14714.6326	14970.4288	12996.1936	8436.9836	14134.73867	16339.54303	13880.32288
hsa-miR-1913	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	87.9585	0	0	0	0	0	0	0	0	0	1.40712	9.773167
hsa-miR-1914-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	0	0	2.363311
hsa-miR-1915-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8556	0	48.2447	0	0	0	0	0	9.344478
hsa-miR-1915-5p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-192-3p	188.3391	138.37	39.7463	63.488	44.3941	0	287.4425	213.3214	0	189.167	0	353.6693	125.6874	154.7835	268.2164	662.6247	167.9693	35.3369	0	791.6264	37.81	0	358.5557	106.349	353.7944	369.6402	217.5095	173.9584	108.3446	195.74545	267.693733
hsa-miR-192-5p	11138.9136	3182.51	9783.2691	10602.5014	2108.7212	4649.6713	10210.4579	7374.826	5358.15	4603.0645	1854.796	21043.3245	19701.4925	8808.5891	8314.7072	25500.0055	10611.7045	18445.8815	8298.7552	7564.4296	4007.8645	7440.0661	10780.5758	4934.5953	17721.8854	14847.2154	5872.7569	5914.5864	7156.557833	12718.23205	8787.108378
hsa-miR-193a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7611	0	0	0	0	0	0	0	0	0	0	0	0	1.97611	0
hsa-miR-193a-5p	511.2062	345.925	107.8828	158.7201	244.1677	801.6675	274.945	304.7449	141.0039	756.6681	0	530.504	628.4368	309.567	491.73	287.1374	256.8941	494.7171	0	175.917	642.7707	413.337	406.3632	170.1585	305.5497	1971.4145	108.7548	0	321.140344	375.56545	466.029489
hsa-miR-193b-3p	134.5279	138.37	73.8146	0	11.0985	160.3335	224.955	71.1071	0	63.0557	0	0	62.8437	84.4274	89.4055	77.3062	79.0444	70.6739	0	0	0	0	131.4704	63.8094	96.4894	308.0335	0	0	90.4674	52.67568	66.644744
hsa-miR-193b-5p	161.4335	69.185	176.0194	126.9761	155.3795	855.112	249.95	142.2143	141.0039	0	0	530.504	251.3747	84.4274	178.8109	154.6124	138.3276	388.7063	0	87.9585	151.2402	137.779	227.0853	191.4283	144.7341	800.8871	54.3774	86.9792	230.808189	172.67633	209.163233
hsa-miR-194-3p	0	0	45.4243	31.744	33.2956	0	87.4825	60.949	0	0	0	353.6693	188.531	0	0	154.6124	88.9249	35.3369	0	0	0	0	71.7111	21.2698	80.4078	123.2134	108.7548	260.9376	28.766156	82.10745	74.032722
hsa-miR-194-5p	9120.9944	2283.105	7381.4566	6063.1071	2153.1154	3527.3369	7186.0628	5647.9384	6556.6836	4540.0088	794.9126	17506.6313	13040.0628	4699.7903	3755.0291	15660.0294	7193.0362	13392.6994	4628.1519	3694.2563	1890.5021	2617.801	7577.4779	4168.8823	8217.6801	9487.4322	3371.3975	3479.1685	5546.644467	8521.03518	4944.955322
hsa-miR-195-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1425	0	0	0	0	0	87.9585	0	0	0	21.2698	16.0816	0	0	0	0	2.81425	13.923322
hsa-miR-195-5p	53.8112	0	17.0341	0	0	0	24.995	20.3163	0	0	0	0	31.4218	28.1425	44.7027	0	49.4027	141.3478	0	0	0	0	71.7111	0	0	0	0	0	12.906289	29.50175	7.9679
hsa-miR-196a-1-3p	26.9056	207.555	39.7463	63.488	66.5912	160.3335	24.995	20.3163	0	0	0	0	0	14.0712	44.7027	143.5687	19.7611	106.0108	0	0	189.0502	137.779	11.9519	42.5396	0	184.8201	0	0	67.7701	32.81145	62.904533
hsa-miR-196a-3p	0	0	0	0	0	0	0	0	0	63.0557	0	0	0	0	89.4055	11.0437	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	17.33854	0
hsa-miR-196a-5p	3067.2371	1591.255	3401.1481	2380.8012	1853.455	801.6675	2462.0076	3098.2396	3736.6046	1261.1136	0	3006.1892	3362.1367	2195.1117	1877.5145	3048.0734	2875.2384	3215.6613	3032.2375	2023.0451	1361.1615	2342.243	2772.831	2233.3298	3650.5154	2833.9083	2011.963	2696.3556	2488.046189	2387.32763	2436.1503
hsa-miR-196b-3p	0	0	51.1024	0	0	0	0	10.1582	0	0	0	0	0	0	0	44.175	19.7611	0	0	0	0	275.558	35.8556	0	48.2447	0	54.3774	0	6.806733	6.39361	46.003967
hsa-miR-196b-5p	1076.2235	1037.775	647.297	634.8803	699.2076	320.667	862.3275	650.1224	352.5099	441.3897	0	884.1733	282.7965	1435.2653	625.8382	938.7183	681.7576	812.7496	1436.323	1319.3773	491.5306	1377.79	944.1968	361.5867	707.5889	431.2469	815.6607	0	697.890022	753.90115	716.5531
hsa-miR-197-3p	0	0	11.3561	0	33.2956	106.889	12.4975	20.3163	0	189.167	0	0	125.6874	0	44.7027	33.1312	29.6416	0	0	0	37.81	0	71.7111	63.8094	0	0	0	86.9792	20.483833	42.23299	28.9233
hsa-miR-197-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.2134	0	0	0	0	13.690378
hsa-miR-1976	26.9056	0	5.678	0	0	0	0	10.1582	0	0	0	0	0	0	0	11.0437	0	0	0	0	37.81	0	0	0	32.1631	0	0	0	4.749089	1.10437	7.774789
hsa-miR-199a-3p	0	0	28.3902	0	22.1971	0	12.4975	30.4745	0	0	0	0	345.6402	211.0684	44.7027	287.1374	69.1638	459.3802	159.5914	0	0	137.779	131.4704	0	0	0	0	0	10.395478	157.66841	29.9166
hsa-miR-199a-5p	53.8112	0	5.678	95.232	44.3941	0	12.4975	10.1582	0	315.2784	0	353.6693	502.7494	450.2793	0	276.0936	138.3276	459.3802	0	0	0	137.779	215.1334	0	0	0	108.7548	173.9584	24.641222	249.57778	70.625067
hsa-miR-199b-3p	0	0	28.3902	0	22.1971	0	12.4975	30.4745	0	0	0	0	345.6402	211.0684	44.7027	287.1374	69.1638	459.3802	159.5914	0	0	137.779	131.4704	0	0	0	0	0	10.395478	157.66841	29.9166
hsa-miR-199b-5p	0	138.37	11.3561	0	11.0985	0	49.99	0	0	252.2227	0	0	125.6874	84.4274	134.1082	0	19.7611	459.3802	0	175.917	75.6201	0	0	42.5396	16.0816	0	163.1321	0	23.423844	107.5587	52.587822
